Nº ANP;TITULO;EMPRESA RESPONSÁVEL;DEMAIS PROPONENTES;QUALIFICAÇÃO;OBJETIVO;ÁREA;TEMA;SUBTEMA;EXECUTOR 1;EXECUTOR 2;EXECUTOR 3;EXECUTOR 4;EXECUTOR 5;EXECUTOR 6;EXECUTOR 7;EXECUTOR 8;Nº AUTORIZAÇÃO;DATA INÍCIO;PRAZO;VALOR CLAUSULA
21739-8;Redução de Custos: Coqueamento Retardado;PETROBRAS;0;PESQUISA APLICADA;Redução dos custos operacionais das unidades de UCR através de redução de paradas e otimização das condições de processo até 2022;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;15/10/2019;42; R$ 572.988,96 
21740-6;Redução de Custos: Craqueamento Catalítico;PETROBRAS;0;PESQUISA APLICADA;Redução dos custos do catalisador de FCC através de otimização do processo de fabricação ou otimização da taxa de reposição até 2023;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;15/10/2019;30; R$ 1.182.651,90 
21741-4;Redução de Custos: Hidrogênio;PETROBRAS;0;PESQUISA APLICADA;Redução do custo do uso de produtos e impacto do seu uso nos processos subsequentes até 2022.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;15/10/2019;54; R$ 7.076.981,00 
21744-8;Remoção e fixação do CO2 de gás de combustão;PETROBRAS;0;PESQUISA APLICADA;Desenvolvimento de processo para a captura do CO2 presente nos gases de combustão, bem como sua fixação, evitando sua emissão para o ambiente.;GÁS NATURAL;PRODUÇÃO E PROCESSAMENTO;PROCESSAMENTO DE GÁS NATURAL;UFRJ - NUCAT - Núcleo de Catálise;UFRJ - PAM - Laboratório de Processos de Separação com Membranas e Polímeros;;;;;;;;06/11/2019;24; R$ 2.871.835,61 
21745-5;Redução de Custos: Produtos;PETROBRAS;0;PESQUISA APLICADA;Redução do custo do uso de produtos e impacto do seu uso nos processos subsequentes até 2022.;ABASTECIMENTO;COMBUSTÍVEIS E LUBRIFICANTES;ADITIVOS;PETROBRAS;;;;;;;;;15/10/2019;42; R$ 1.438.567,30 
21746-3;Processamento do Petróleo do Pré-sal - Minimização das Restrições e Alocação Ótima;PETROBRAS;0;PESQUISA APLICADA;"Este projeto possui 3 grandes objetivos:
1) Determinar a causa básica do comportamento diferenciado dos óleos do pré-sal com relação aos fenômenos corrosivos (2019).
2) Desenvolver soluções que minimizem as restrições de alocação de pré-sal relacionadas à corrosão severa e depósitos em unidades do refino (2020-2021).
3) Otimizar a alocação de pré-sal atualizando a modelagem das ferramentas de planejamento da companhia (2022).";ABASTECIMENTO;REFINO;PROCESSAMENTO DE PETRÓLEO;PETROBRAS;;;;;;;;;31/10/2019;42; R$ 32.355.376,51 
21747-1;Redução de Custos: Hidrotratamento;PETROBRAS;0;PESQUISA APLICADA;Redução de Custos de unidades de HDR, através de uso intensivo de catalisadores, novos sistemas catalíticos e intensificação de processos até 2022;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;15/10/2019;50; R$ 11.398.637,00 
21748-9;Combustíveis Renováveis Avançados;PETROBRAS;0;PESQUISA APLICADA;Disponibilizar opções de investimento de base tecnológica para a produção de combustíveis com baixa pegada de carbono, com ênfase nos modais de maior dificuldade de eletrificação, permitindo, dessa forma, a seleção de tecnologias para redução das emissões operacionais e da cadeia de valor dos combustíveis.;BIOCOMBUSTÍVEIS;BIOCOMBUSTÍVEIS AVANÇADOS (2ª, 3ª, 4ª GERAÇÃO);PROCESSOS DE PRODUÇÃO;PETROBRAS;;;;;;;;;17/10/2019;48; R$ 14.907.816,46 
21749-7;COMPETÊNCIAS DE ENGENHARIA BÁSICA (CEB);PETROBRAS;0;PESQUISA APLICADA;Realizar atividades de pesquisa e desenvolver ferramentas de simulação específicas, associadas ao aprimoramento de parâmetros e critérios de projetos visando ao aperfeiçoamento contínuo da metodologia dos projetos básicos desenvolvidos na Companhia, com ênfase em segurança industrial, confiabilidade operacional, otimização de recursos e rentabilidade na área do refimo e gás natural (RGN);ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;28/10/2019;36; R$ 9.124.704,06 
21751-3;Materiais Avançados para RGN (MAR);PETROBRAS;0;PESQUISA APLICADA;Desenvolver novos materiais catalíticos, poliméricos e carbonáceos com aplicação na área de produção e refino de petróleo, petroquímica e energias renováveis através de testes de conceito e investigações exploratórias com potencial de serem incorporados às iniciativas estratégicas da Cia.;TEMAS TRANSVERSAIS;MATERIAIS;TECNOLOGIA DE MATERIAIS;PETROBRAS;;;;;;;;;25/10/2019;50; R$ 5.919.482,28 
21753-9;Desenvolvimento de Técnica para Detecção e Avaliação do Estágio de Danos Provocados por Ataque pelo Hidrogênio a Altas Temperaturas (HTHA).;PETROBRAS;0;PESQUISA APLICADA;DESENVOLVIMENTO DE TÉCNICA PARA DETECÇÃO E AVALIAÇÃO DO ESTÁGIO DE DANOS PROVOCADOS POR ATAQUE PELO HIDROGÊNIO A ALTAS TEMPERATURAS (HTHA);ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;01/11/2019;40; R$ 256.878,00 
21754-7;ESTUDO FUNDAMENTAL SOBRE OS MECANISMOS ENVOLVIDOS NA DEPOSIÇÃO DE PARAFINA;EQUINOR;"; EQUINOR";DESENVOLVIMENTO EXPERIMENTAL;Em termos gerais, a ideia é levantar as hipóteses que estão presentes nos modelos de deposição de parafina e realizar uma ampla matriz experimental tentando verificar e quantificar a relevância de cada um dos fenômenos envolvidos.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;MÉTODOS E PROCESSOS DE ESCOAMENTO;EQUINOR;UNICAMP  - Centro de Estudos de Petróleo - CEPETRO;;;;;;;;12/11/2019;36; R$ 3.647.380,53 
21592-1;LQC - Laboratório de Testes de Qualificação e Confiabilidade de Equipamentos e Sistemas de perfuração, Completação e de Poço - FASE I.;PETROBRAS;0;INFRAESTRUTURA - NOVA EDIFICAÇÃO OU ACRÉSCIMO DE ÁREA;Esse projeto tem como objetivo principal a construção civil das fundações, montagens eletromecânicas e comissionamento dos equipamentos necessários à Implantação da Primeira Fase do LQC - Laboratório de Qualificação e Confiabilidade de Equipamentos de Perfuração, Completação e Produção aplicados a poços de petróleo no SENAI CIMATEC INDUSTRIAL.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;SENAI-BA - SENAI CIMATEC;;;;;;;;0931/2019;03/01/2020;18; R$ 20.718.071,15 
21588-9;LQC - Laboratório de Testes de Qualificação e Confiabilidade de Equipamentos e Sistemas de perfuração, Completação e de Poço - FASE I.;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Esse projeto tem como objetivo principal a aquisição de equipamentos provendo infraestrutura para o LQC - Laboratório de Qualificação e Confiabilidade de Equipamentos de Perfuração, Completação e Produção aplicados a poços de petróleo, no SENAI CIMATEC INDUSTRIAL.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;RISERS, UMBILICAIS E DUTOS SUBMARINOS;SENAI-BA - SENAI CIMATEC;;;;;;;;0930/2019;27/01/2020;18; R$ 29.923.747,09 
21759-6;Desenvolvimento de uma metodologia / ferramenta de gestão de integridade de ativos por meio da análise bow-tie baseada em lógica fuzzy.;SHELL;0;PESQUISA APLICADA;Desenvolver uma metodologia de análise combinando lógica fuzzy com a análise bowtie, que auxilie a gestão de integridade de ativos e tomada de decisões, considerando as conseqüências multidimensionais que podem surgir de falhas operacionais em instalações offshore, permitindo avaliar se onde ações preventivas ou corretivas devem ser tomadas;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;DESENVOLVIMENTO DE NOVOS ALGORITMOS;SHELL;UNICAMP  - Faculdade de Engenharia Química;;;;;;;;01/06/2019;24; R$ 2.253.036,60 
21761-2;GÊNESE E ALTERAÇÃO DE DEPÓSITOS PRÉ-SAL APTIANOS DA BACIA DE SANTOS;EQUINOR;"; EQUINOR";PESQUISA BÁSICA;Este estudo tem por objetivo a caracterização dos processos de formação singenética de argilas magnesianas e carbonatos, e dos processos e produtos de alteração de depósitos da sucessão Pré-Sal na Bacia de Santos, o desenvolvimento de modelos conceituais para sua deposição e evolução, evidenciando o impacto destes processos na qualidade dos reservatórios.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;ESTUDOS GEOLÓGICOS DAS BACIAS SEDIMENTARES;EQUINOR;EQUINOR;PUC-RS - Instituto do Petróleo e dos Recursos Naturais;;;;;;;10/12/2019;48; R$ 9.791.859,85 
21763-8;Programação inteligente da produção (Smart Scheduling);PETROBRAS;0;PESQUISA APLICADA;Atuar no desenvolvimento e uso de modelos de programação da produção com foco em aumento de rentabilidade, eficiência e competitividade e disponibilizar soluções a partir da incorporação e utilização integrada de tecnologias digitais em sistemas de apoio à decisão.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;06/12/2019;28; R$ 1.723.619,40 
21764-6;METODOLOGIAS E MODELAGENS;PETROBRAS;0;PESQUISA BÁSICA;Desenvolver novas metodologias para testes, ensaios, instalações e procedimentos técnico-experimentais, bem como o desenvolvimento de modelos teóricos e/ou empíricos para simulação e previsão de fenômenos e processos, com o objetivo de agregar maior velocidade, acurácia e precisão na obtenção de resultados que venham a ser gerados para suportar as soluções tecnológicas demandadas pelas Áreas de Negócio do RGN, com foco de aplicação na área de refino de petróleo.;ABASTECIMENTO;REFINO;SISTEMAS CATALÍTICOS;PETROBRAS;;;;;;;;;06/12/2019;52; R$ 14.767.812,13 
21767-9;"Projeto BioValue - ""Valorização da cadeia produtiva descentralizada de biomassa visando à produção de biocombustíveis avançados: desenvolvimento e avaliação de rotas termoquímicas integradas à produção de biomassa e a rotas bioquímicas""";PETROBRAS;0;PESQUISA APLICADA;O principal objetivo deste projeto multidisciplinar é o desenvolvimento de um melhor sistema de logística e de processos de produção de biomassa para estabelecer cadeias de valor eficazes de biocombustíveis lignocelulósicos avançados, com ênfase em biocombustíveis de aviação.;BIOCOMBUSTÍVEIS;BIOCOMBUSTÍVEIS AVANÇADOS (2ª, 3ª, 4ª GERAÇÃO);AVALIAÇÃO DA SUSTENTABILIDADE;INT - Divisão de Catálise e Processos Químicos;CNPEM - Laboratório Nacional de Ciência e Tecnologia do Bioetanol - CTBE;UNIFEI - Núcleo de Excelência em Geração Termelétrica e Distribuida - NEST ;UFPE - LATECLIM - Laboratorio de Refino e Tecnologias Limpas;UFU - Laboratórios do Grupo de Processos Catalíticos e Termoquímicos (GPCATT);UFV - Laboratório de Celulose e Papel;UFRJ - NUCAT - Núcleo de Catálise;IPT - Instituto de Pesquisas Tecnológicas do Estado de SP SA - IPT;;27/11/2019;48; R$ 1.623.960,97 
21768-7;Desenvolvimento tecnológico de um modelo de gêmeo digital;QUEIROZ GALVÃO;0;PESQUISA APLICADA;O objetivo principal é desenvolver uma metodologia para criação de um gêmeo digital capaz de predizer possíveis falhas estruturais no casco, na amarração e nas linhas de produção de um FPSO.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;UNIDADES FLUTUANTES DE PRODUÇÃO, SISTEMAS DE ANCORAGEM E AMARRAÇÃO E POSICIONAMENTO DINÂMICO;TECHNOMAR ENGENHARIA LTDA;USP - LMO - Laboratório de Mecânica Offshore;;;;;;;;01/12/2019;24; R$ 2.079.037,15 
21769-5;Petrofísica avançada de carbonatos: investigação do efeito da molhabilidade e inversão da permeabilidade relativa e pressão capilar com dados de perfil;EQUINOR;"; EQUINOR";PESQUISA APLICADA;O objetivo principal é a estimativa de permeabilidade relativa e pressão capilar in-situ, usando algoritmos de inversão baseados no modelo do reservatório a partir de dados de perfil, testes de formação e o entendimento do efeito do estado de molhabilidade em medidas como ressonância magnética e dispersão dielétrica. Assim, são objetivos também o desenvolvimento de um modelo confiável da formação próxima ao poço e a investigação do efeito de mudanças na molhabilidade com medidas de de plugues.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;EXPLORAÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, BACIAS MADURAS E NOVAS FRONTEIRAS EXPLORATÓRIAS;PETROFÍSICA, PERFILAGEM DE POÇOS E AVALIAÇÃO DE FORMAÇÕES;EQUINOR;EQUINOR;SCHLUMBERGER SERVIÇOS DE PETROLEO LTDA.;;;;;;;26/12/2019;36; R$ 5.597.932,85 
21770-3;Desenvolvimento de metodologia para projeto de neutralizadores de vibração aplicados a estruturas e equipamentos de refinaria de petróleo - Etapa I - e levantamento de informações para o desenvolvimento de software para aplicação em controle de vibrações - Etapa II.;PETROBRAS;0;PESQUISA APLICADA;O objetivo deste projeto, em sua Fase I (objeto desse Termo de Cooperação), é desenvolver e aplicar uma metodologia para o design de um sistema de neutralizadores viscoelásticos para controle de vibrações em tubulações e vasos absorvedores de pulsação do compressor alternativo (da Petrobrás), solucionando o problema de elevados níveis de vibração e servindo como modelo experimental para validação do software a ser desenvolvido na Fase II, como continuidade dos trabalhos de pesquisa.;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;INTEGRIDADE DE EQUIPAMENTOS E INSTALAÇÕES;UFPR - Grupo de Pesquisa em Vibrações e Som em Sistemas Mecânicos - GVIBS;;;;;;;;;18/02/2020;12; R$ 543.411,30 
21771-1;Avaliação do desempenho de dispersantes em função das características de diversos tipos de petróleos - Ambiental 2;PETROBRAS;0;DESENVOLVIMENTO EXPERIMENTAL;Implementação dos métodos para verificação do desempenho de dispersantes, avaliação da correlação com as propriedades físico-químicas dos petróleos brasileiros e otimização no processo de mitigação de derramamento em ambiente marinho, no Núcleo de Competências em Química do Petróleo (NCQP/LabPetro).;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;PRODUÇÃO - HORIZONTE PRÉ-SAL, ÁGUAS PROFUNDAS, CAMPOS MADUROS E NOVAS FRONTEIRAS EXPLORATÓRIAS;IMPACTOS AMBIENTAIS;UFES - LabPetro;;;;;;;;;17/02/2020;36; R$ 1.252.213,43 
21772-9;Planta Piloto Digital;PETROBRAS;0;PROTÓTIPO OU UNIDADE PILOTO;Atuar no desenvolvimento, incorporação e utilização integrada de tecnologias digitais em sistemas de apoio à decisão, ganho de eficiência e segurança com foco em aumento de rentabilidade e competitividade. Colaborar na construção do ecossistema de inovação e atuar na disseminação da cultura digital através da incorporação de métodos ágeis, trabalho colaborativo e fluência digital.;ABASTECIMENTO;REFINO;OTIMIZAÇÃO E CONFIABILIDADE DE EQUIPAMENTOS, PROCESSOS E SISTEMAS;PETROBRAS;;;;;;;;;06/12/2019;45; R$ 4.564.582,96 
21773-7;Maximização da Capacidade de Tratamento de Água Produzida Mediante Tratamento Químico não-Convencional;PETROBRAS;0;PESQUISA APLICADA;O objetivo geral do projeto é otimizar o processo de tratamento de emulsão oleosa, especificamente água produzida, visando à maximização da capacidade de processamento das plantas instaladas e, simultaneamente, adequação a novos cenários de produção por métodos químicos, especificamente EORs e as legislações ambientais para descarte marítimo, com alta eficiência de remoção de óleo disperso (emulsificado) e compostos orgânicos dissolvidos (ácidos naftênicos).;TEMAS TRANSVERSAIS;SEGURANÇA E MEIO AMBIENTE;GERENCIAMENTO DE ÁGUAS, EFLUENTES E EMISSÕES DE POLUENTES REGULAMENTADOS;UFRGS - DEPARTAMENTO DE ENGENHARIA DE MINAS/DEMIN-UFRGS;;;;;;;;;03/03/2020;36; R$ 1.889.473,84 
21774-5;Estudo de Redução de Arrasto em Escoamento Multifásicos Turbulentos;PETROBRAS;0;PESQUISA APLICADA;Estudar a redução de arrasto por aditivos poliméricos em escoamentos turbulentos multifásicos (água + óleo) por meio, principalmente, de uma bancada composta por um sistema de tubos, visando aplicação em elevação e transporte de óleo. Deve-se estudar uma série de aditivos específicos para água e para óleo que devem ser injetados na mistura.;EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO E GÁS NATURAL - ONSHORE E OFFSHORE;ENGENHARIA DE POÇO;INTERFACE FORMAÇÃO - POÇO;UFES - Núcleo de Termociências para a Indústria de Petróleo;;;;;;;;;19/02/2020;36; R$ 1.506.368,97 
21547-5;Expansão do laboratório de Física Aplicada e adequação do laboratório   - Desenvolvimento de Técnicas não intrusivas para Mitigação de Microrganismos em Petróleo;PETROBRAS;0;INFRAESTRUTURA - NOVA EDIFICAÇÃO OU ACRÉSCIMO DE ÁREA;O  objetivo geral é a expansão do atual laboratório de pesquisa para realizar as pesquisas proposta no projeto de P&D.;TEMAS TRANSVERSAIS;MATERIAIS;CORROSÃO E PROTEÇÃO;UFJF - Laboratorio de Fisica Aplicada;;;;;;;;0860/2019;02/03/2020;22; R$ 169.053,25 
21775-2;Desenvolvimento de métodos para análise de insumos químicos da indústria do petróleo utilizando Espectroscopia Raman intensificada por superfície e conceitos de Aprendizagem de Máquina;PETROBRAS;0;PESQUISA BÁSICA;"O objetivo geral é o desenvolvimento de metodologias analíticas baseadas em espectroscopia Raman intensificada por superfície (SERS) para determinação de insumos químicos utilizados na indústria do petróleo e que possam ser utilizadas em dispositivos portáteis. Também pretende-se aplicar conceitos de ""Learning Machine"" de forma exploratória para o desenvolvimento de modelos quali e quantitativos.";TEMAS TRANSVERSAIS;AVALIAÇÃO DA CONFORMIDADE, MONITORAMENTO E CONTROLE;METODOLOGIAS E SISTEMAS DE CONTROLE DA QUALIDADE;UNICAMP  - Laboratório de Quimiometria em Química Analítica;;;;;;;;;04/03/2020;48; R$ 1.850.491,29 
21536-8;Infraestrutura laboratorial para o desenvolvimento de técnicas físicas com o objetivo de reduzir as bactérias em petróleo;PETROBRAS;0;INFRAESTRUTURA - REFORMA E EQUIPAMENTOS;Investimentos relacionados a compras de equipamentos específicos para atuarem na pesquisa proposta e que serão instalados  nos Laboratórios de pesquisa da UFJF, principalmente no   Laboratório de Física Aplicada.;TEMAS TRANSVERSAIS;MATERIAIS;CORROSÃO E PROTEÇÃO;UFJF - Laboratorio de Fisica Aplicada;;;;;;;;0862/2019;02/03/2020;20; R$ 3.780.829,80 
